headline,body,text,category,label
garoon diyaaradeed oo casri ah oo laga dhisayo dhuusamareeb,jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo dhuusamareeb jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka hargeisa,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka hargeisa sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
mashruuc weyn oo dib loogu dhisayo wadooyinka balcad,maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,mashruuc weyn oo dib loogu dhisayo wadooyinka balcad maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo balanbale,guddoomiyaha baarlamaanka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo balanbale guddoomiyaha baarlamaanka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
xog qarsoodi ah maamulka gobolka oo qardho kaga dhawaaqay iscasilaad,warar laga helay qardho ayaa sheegaya in maamulka gobolka uu xilka ka degay cadaadis siyaasadeed awgiis,xog qarsoodi ah maamulka gobolka oo qardho kaga dhawaaqay iscasilaad warar laga helay qardho ayaa sheegaya in maamulka gobolka uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray las khoray,maamulka jubaland ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray las khoray maamulka jubaland ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo balanbale,jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo balanbale jaaliyadda soomaaliyeed ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
deg deg bandow lagu soo rogay hargeisa,maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay hargeisa maamulka gobolka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo columbus,midowga yurub ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo columbus midowga yurub ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada kismaayo,ilo wareedyo ayaa xaqiijiyay in golaha wasiirada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada kismaayo ilo wareedyo ayaa xaqiijiyay in golaha wasiirada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
kulan qarsoodi ah oo ceelwaaq ku dhexmaray bangiga dhexe,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo ceelwaaq ku dhexmaray bangiga dhexe ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray london,maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray london maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka las khoray,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka las khoray sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
sir culus daawo khatar ah oo lagu arkay columbus,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,sir culus daawo khatar ah oo lagu arkay columbus dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
tiktok iyo facebook oo laga mamnuucay jowhar laga bilaabo berri,goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,tiktok iyo facebook oo laga mamnuucay jowhar laga bilaabo berri goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,Technology,0 = Fake News
akhriso xogtan daawo khatar ah oo lagu arkay balcad,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,akhriso xogtan daawo khatar ah oo lagu arkay balcad dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee beledweyne,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda isgaarsiinta uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee beledweyne ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda isgaarsiinta uu soo saaray amar cusub,Finance,0 = Fake News
digniin caafimaad oo laga soo saaray laascaanood,maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray laascaanood maamulka koonfur galbeed ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
digniin caafimaad oo laga soo saaray berbera,guddoomiyaha baarlamaanka ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray berbera guddoomiyaha baarlamaanka ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
digniin caafimaad oo laga soo saaray garowe,qaramada midoobay ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray garowe qaramada midoobay ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
lacag malaayiin dollar ah oo ka luntay shirkadda somtel,warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay dhobley,lacag malaayiin dollar ah oo ka luntay shirkadda somtel warbixin hordhac ah ayaa sheegtay musuqmaasuq ka dhacay dhobley,Finance,0 = Fake News
kulan qarsoodi ah oo toronto ku dhexmaray bangiga adduunka,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo toronto ku dhexmaray bangiga adduunka ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo guriceel,midowga yurub ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo guriceel midowga yurub ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
kulan qarsoodi ah oo beledweyne ku dhexmaray shirkadda hormuud,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo beledweyne ku dhexmaray shirkadda hormuud ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
hel lacag dhan adigoo gurigaaga jooga garowe,kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,hel lacag dhan adigoo gurigaaga jooga garowe kaliya waxaad u baahan tahay inaad la wadaagto fariintan qof oo kale oo whatsappkaaga ku jira,Scams,0 = Fake News
fursad shaqo hayadda sirdoonka nisa oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto guriceel fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo hayadda sirdoonka nisa oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto guriceel fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee las khoray,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii golaha wasiirada uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee las khoray ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii golaha wasiirada uu soo saaray amar cusub,Finance,0 = Fake News
sir culus daawo khatar ah oo lagu arkay melbourne,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,sir culus daawo khatar ah oo lagu arkay melbourne dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
fursad shaqo bangiga dhexe oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto jowhar fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo bangiga dhexe oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto jowhar fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
deg deg bandow lagu soo rogay dhobley,shirkadda dahabshiil ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay dhobley shirkadda dahabshiil ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada london,ilo wareedyo ayaa xaqiijiyay in guddoomiyaha baarlamaanka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada london ilo wareedyo ayaa xaqiijiyay in guddoomiyaha baarlamaanka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
kulan qarsoodi ah oo ceelwaaq ku dhexmaray wasaaradda arrimaha gudaha,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo ceelwaaq ku dhexmaray wasaaradda arrimaha gudaha ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
mucijisada dhacday daawo khatar ah oo lagu arkay toronto,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,mucijisada dhacday daawo khatar ah oo lagu arkay toronto dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
mucijisada ka dhacday baydhabo qof dhintay oo hadlay,kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,mucijisada ka dhacday baydhabo qof dhintay oo hadlay kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,Social,0 = Fake News
deg deg bandow lagu soo rogay balanbale,bangiga adduunka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay balanbale bangiga adduunka ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
digniin caafimaad oo laga soo saaray garbahaarey,hayadda sirdoonka nisa ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray garbahaarey hayadda sirdoonka nisa ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee hobyo,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda dahabshiil uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee hobyo ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii shirkadda dahabshiil uu soo saaray amar cusub,Finance,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka el bur,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka el bur sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
xog qarsoodi ah daawo khatar ah oo lagu arkay garowe,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,xog qarsoodi ah daawo khatar ah oo lagu arkay garowe dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo qardho,wasaaradda arrimaha gudaha ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo qardho wasaaradda arrimaha gudaha ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
fiiri muuqaalka ururka midowga afrika oo istanbul kaga dhawaaqay iscasilaad,warar laga helay istanbul ayaa sheegaya in ururka midowga afrika uu xilka ka degay cadaadis siyaasadeed awgiis,fiiri muuqaalka ururka midowga afrika oo istanbul kaga dhawaaqay iscasilaad warar laga helay istanbul ayaa sheegaya in ururka midowga afrika uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
mashruuc weyn oo dib loogu dhisayo wadooyinka jowhar,maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,mashruuc weyn oo dib loogu dhisayo wadooyinka jowhar maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,Development,0 = Fake News
digniin caafimaad oo laga soo saaray xudur,golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray xudur golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee dhuusamareeb,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii guddoomiyaha baarlamaanka uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee dhuusamareeb ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii guddoomiyaha baarlamaanka uu soo saaray amar cusub,Finance,0 = Fake News
digniin caafimaad oo laga soo saaray ottawa,golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray ottawa golaha wasiirada ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
kulan qarsoodi ah oo laascaanood ku dhexmaray shirkadda hormuud,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo laascaanood ku dhexmaray shirkadda hormuud ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
akhriso xogtan shirkadda dahabshiil oo oslo kaga dhawaaqay iscasilaad,warar laga helay oslo ayaa sheegaya in shirkadda dahabshiil uu xilka ka degay cadaadis siyaasadeed awgiis,akhriso xogtan shirkadda dahabshiil oo oslo kaga dhawaaqay iscasilaad warar laga helay oslo ayaa sheegaya in shirkadda dahabshiil uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
deg deg bandow lagu soo rogay columbus,wasaaradda arrimaha gudaha ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay columbus wasaaradda arrimaha gudaha ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
digniin caafimaad oo laga soo saaray harardhere,ururka midowga afrika ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray harardhere ururka midowga afrika ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
fursad shaqo wasaaradda waxbarashada oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto toronto fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo wasaaradda waxbarashada oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto toronto fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo baydhabo,bangiga dhexe ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo baydhabo bangiga dhexe ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
deg deg bandow lagu soo rogay galkacyo,bangiga dhexe ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay galkacyo bangiga dhexe ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo jaaliyadda soomaaliyeed oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto garowe fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo jaaliyadda soomaaliyeed oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto garowe fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada badhan,ilo wareedyo ayaa xaqiijiyay in musharax madaxweyne iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada badhan ilo wareedyo ayaa xaqiijiyay in musharax madaxweyne iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
akhriso xogtan daawo khatar ah oo lagu arkay dhobley,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,akhriso xogtan daawo khatar ah oo lagu arkay dhobley dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto ceelwaaq fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo musharax madaxweyne oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto ceelwaaq fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
fursad shaqo bangiga adduunka oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto columbus fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo bangiga adduunka oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto columbus fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
nidaamka cusub ee bangiga adduunka oo internetka dalka saameynaya,waxaa jira qorshe lagu xirayo baraha bulshada ee laga isticmaalo eyl muddo dhow,nidaamka cusub ee bangiga adduunka oo internetka dalka saameynaya waxaa jira qorshe lagu xirayo baraha bulshada ee laga isticmaalo eyl muddo dhow,Technology,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada qardho,ilo wareedyo ayaa xaqiijiyay in guddoomiyaha baarlamaanka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada qardho ilo wareedyo ayaa xaqiijiyay in guddoomiyaha baarlamaanka iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
fursad shaqo ururka midowga afrika oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto hobyo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo ururka midowga afrika oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto hobyo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
kulan qarsoodi ah oo afgooye ku dhexmaray wasaaradda arrimaha gudaha,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo afgooye ku dhexmaray wasaaradda arrimaha gudaha ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
kulan qarsoodi ah oo luuq ku dhexmaray shirkadda somtel,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo luuq ku dhexmaray shirkadda somtel ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray muqdisho,maamulka jubaland ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray muqdisho maamulka jubaland ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo muqdisho,ururka suxufiyiinta ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo muqdisho ururka suxufiyiinta ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
garoon diyaaradeed oo casri ah oo laga dhisayo helsinki,guddoomiyaha baarlamaanka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,garoon diyaaradeed oo casri ah oo laga dhisayo helsinki guddoomiyaha baarlamaanka ayaa rumeysan in tani ay fududeyn doonto gargaarka biniaadantinimo,Development,0 = Fake News
sir culus daawo khatar ah oo lagu arkay dhuusamareeb,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,sir culus daawo khatar ah oo lagu arkay dhuusamareeb dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
kulan qarsoodi ah oo stockholm ku dhexmaray midowga yurub,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo stockholm ku dhexmaray midowga yurub ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
mucijisada ka dhacday toronto qof dhintay oo hadlay,kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,mucijisada ka dhacday toronto qof dhintay oo hadlay kumanaan qof ayaa isugu soo baxay si ay u arkaan arrintan layaabka leh,Social,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee oslo,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii hayadda sirdoonka nisa uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee oslo ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii hayadda sirdoonka nisa uu soo saaray amar cusub,Finance,0 = Fake News
fursad shaqo bangiga adduunka oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto oslo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo bangiga adduunka oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto oslo fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada qardho,ilo wareedyo ayaa xaqiijiyay in wasaaradda waxbarashada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada qardho ilo wareedyo ayaa xaqiijiyay in wasaaradda waxbarashada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
digniin caafimaad oo laga soo saaray garbahaarey,xiriirka kubadda cagta ayaa ka digtay cudur faafa oo halis ku ah bulshada,digniin caafimaad oo laga soo saaray garbahaarey xiriirka kubadda cagta ayaa ka digtay cudur faafa oo halis ku ah bulshada,Health,0 = Fake News
ciidamo dheeri ah oo la dhoobay wadooyinka doha,sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,ciidamo dheeri ah oo la dhoobay wadooyinka doha sababta ayaa lagu sheegay in lagu adkeynayo ammaanka ka dib warar laga helay sirdoonka,Security,0 = Fake News
sare u kac ku yimid qiimaha sarifka ee xudur,ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii wasaaradda waxbarashada uu soo saaray amar cusub,sare u kac ku yimid qiimaha sarifka ee xudur ganacsatada ayaa bilaabay inay diidaan lacagta dalka ka dib markii wasaaradda waxbarashada uu soo saaray amar cusub,Finance,0 = Fake News
tiktok iyo facebook oo laga mamnuucay seattle laga bilaabo berri,goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,tiktok iyo facebook oo laga mamnuucay seattle laga bilaabo berri goaankan ayaa yimid ka dib markii wasaaradu ay sheegtay in la ilaalinayo anshaxa,Technology,0 = Fake News
xog qarsoodi ah daawo khatar ah oo lagu arkay dhuusamareeb,dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,xog qarsoodi ah daawo khatar ah oo lagu arkay dhuusamareeb dhakhaatiir ayaa sheegay in daawadan ay keentay xaalado caafimaad oo daran,Health,0 = Fake News
mucijisada dhacday golaha wasiirada oo stockholm kaga dhawaaqay iscasilaad,warar laga helay stockholm ayaa sheegaya in golaha wasiirada uu xilka ka degay cadaadis siyaasadeed awgiis,mucijisada dhacday golaha wasiirada oo stockholm kaga dhawaaqay iscasilaad warar laga helay stockholm ayaa sheegaya in golaha wasiirada uu xilka ka degay cadaadis siyaasadeed awgiis,Politics,0 = Fake News
heshiis hordhac ah oo laga gaaray doorashada luuq,ilo wareedyo ayaa xaqiijiyay in wasaaradda waxbarashada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,heshiis hordhac ah oo laga gaaray doorashada luuq ilo wareedyo ayaa xaqiijiyay in wasaaradda waxbarashada iyo madaxda kale ay heshiis ka gaareen muran muddo soo jiitamayay,Politics,0 = Fake News
deg deg bandow lagu soo rogay ceelwaaq,midowga yurub ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,deg deg bandow lagu soo rogay ceelwaaq midowga yurub ayaa sheegay in tallaabadan ay tahay mid lagu xaqiijinayo amniga,Security,0 = Fake News
fursad shaqo shirkadda somtel oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto ceelwaaq fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo shirkadda somtel oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto ceelwaaq fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
mashruuc weyn oo dib loogu dhisayo wadooyinka balanbale,maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,mashruuc weyn oo dib loogu dhisayo wadooyinka balanbale maamulka deegaanka ayaa xadhiga ka jaray mashruuc ku kacaya malaayiin dollar,Development,0 = Fake News
hackers caalami ah oo jabsaday nidaamka hayadda sirdoonka nisa ee toronto,xogta kumanaan qof ayaa la rumeysan inay gacanta u gashay kooxo dambiilayaal ah,hackers caalami ah oo jabsaday nidaamka hayadda sirdoonka nisa ee toronto xogta kumanaan qof ayaa la rumeysan inay gacanta u gashay kooxo dambiilayaal ah,Technology,0 = Fake News
fursad shaqo qaramada midoobay oo u baahan shaqaale mushaharkoodu sarreeyo,haddii aad joogto dhuusamareeb fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,fursad shaqo qaramada midoobay oo u baahan shaqaale mushaharkoodu sarreeyo haddii aad joogto dhuusamareeb fadlan riix linkiga hoose si aad u hesho fursadan dahabiga ah,Scams,0 = Fake News
kulan qarsoodi ah oo afgooye ku dhexmaray ururka suxufiyiinta,ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,kulan qarsoodi ah oo afgooye ku dhexmaray ururka suxufiyiinta ilo hoose ayaa sheegay in kulankaasi saameyn ku yeelan doono doorashada soo socota,Politics,0 = Fake News
